EF,ACC,page,author,year,experiment,family,genus,species,variety,plant_type,plant_type_2,plant_type_3,diversity_type,plant_quality_type,defence_type_specific,trait_category,structure,experiment_type,study_type,plant_lifestage,shade_tolerance,plant_lifestage_2,plant_age,diversity_level,latitude,biome_type,Nfixing,broadleaf_conifer_mix,forb_legume_grass_mix,density,PD,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_control.1,SD_mixture,N_mixture,data_source,notes,yi,vi
ef342,22,9,"Ormeño, E",2006,Garrigue,Pinaceae,Pinus ,Pinus halepensis,NA,woody,evergreen conifer ,conifer,species,chemical,sesquiterpene,terpenes,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,0.5,0.5,2,1.67,0.13,0.318,6,0.86,0.1,0.245,6,Fig 1,neighbour = Quercus coccifera,-2.633105111,0.622218439
ef343,22,10,"Ormeño, E",2006,Garrigue,Cistaceae,Cistus ,Cistus albidus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,sesquiterpene,terpenes,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,0.5,0.5,2,0.674,0.14,0.343,6,0.538,0.08,0.196,6,Fig 1,neighbour = Pinus halepensis,-0.449244878,0.34174254
ef344,22,11,"Ormeño, E",2006,Garrigue,Cistaceae,Cistus ,Cistus albidus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,sesquiterpene,terpenes,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,0.734,0.266,2,0.674,0.14,0.343,6,0.887,0.18,0.441,6,Fig 1,neighbour = Quercus coccifera,0.497518039,0.343646842
ef345,22,12,"Ormeño, E",2006,Garrigue,Cistaceae,Cistus ,Cistus albidus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,sesquiterpene,terpenes,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,0.633,0.367,2,0.674,0.14,0.343,6,0.956,0.15,0.367,6,Fig 1,neighbour = Salvia rosmarinus ,0.732579505,0.355694697
ef346,22,13,"Ormeño, E",2006,Garrigue,Lamiaceae,Rosmarinus,Salvia rosmarinus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,3.902,0.73,1.788,6,4.739,2.68,6.565,6,Fig 3,neighbour = Pinus halepensis,0.160527675,0.334407047
ef347,22,14,"Ormeño, E",2006,Garrigue,Lamiaceae,Rosmarinus,Salvia rosmarinus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,3.902,0.73,1.788,6,4.432,1.45,3.552,6,Fig 3,neighbour = Cistus albidus,0.173922921,0.334593716
ef348,22,15,"Ormeño, E",2006,Garrigue,Lamiaceae,Rosmarinus,Salvia rosmarinus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,3.902,0.73,1.788,6,3.038,1.03,2.523,6,Fig 3,neighbour = Quercus coccifera,-0.364607515,0.338872443
ef349,22,16,"Ormeño, E",2006,Garrigue,Pinaceae,Pinus ,Pinus halepensis,NA,woody,evergreen conifer ,conifer,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,2.655,1.21,2.964,6,3.379,0.97,2.376,6,Fig 3,neighbour = Salvia rosmarinus ,0.248709442,0.335910683
ef350,22,17,"Ormeño, E",2006,Garrigue,Pinaceae,Pinus ,Pinus halepensis,NA,woody,evergreen conifer ,conifer,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,2.655,1.21,2.964,6,2.172,1.21,2.964,6,Fig 3,neighbour = Cistus albidus,-0.15036644,0.334275419
ef351,22,18,"Ormeño, E",2006,Garrigue,Pinaceae,Pinus ,Pinus halepensis,NA,woody,evergreen conifer ,conifer,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,2.655,1.21,2.964,6,17.621,13.03,31.917,6,Fig 3,neighbour = Quercus coccifera,0.609278703,0.348800856
ef352,22,19,"Ormeño, E",2006,Garrigue,Cistaceae,Cistus ,Cistus albidus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,16.328,5.11,12.517,6,11.213,1.18,2.89,6,Fig 3,neighbour = Pinus halepensis,-0.519594575,0.344582438
ef353,22,20,"Ormeño, E",2006,Garrigue,Cistaceae,Cistus ,Cistus albidus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,16.328,5.11,12.517,6,10.033,1.18,2.89,6,Fig 3,neighbour = Quercus coccifera,-0.639461946,0.350371316
ef354,22,21,"Ormeño, E",2006,Garrigue,Cistaceae,Cistus ,Cistus albidus,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,intolerant,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,16.328,5.11,12.517,6,14.164,3.93,9.626,6,Fig 3,neighbour = Salvia rosmarinus ,-0.178839099,0.334665976
ef355,22,22,"Ormeño, E",2006,Garrigue,Fagaceae,Quercus,Quercus coccifera,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,NA,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,5.307,1.06,2.596,6,4.764,1.89,4.63,6,Fig 3,neighbour = Pinus halepensis,-0.133492311,0.334075842
ef356,22,23,"Ormeño, E",2006,Garrigue,Fagaceae,Quercus,Quercus coccifera,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,NA,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,5.307,1.06,2.596,6,4.246,1.4,3.429,6,Fig 3,neighbour = Salvia rosmarinus ,-0.321927964,0.337651567
ef357,22,24,"Ormeño, E",2006,Garrigue,Fagaceae,Quercus,Quercus coccifera,NA,woody,evergreen angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,common garden,experimental,seedling,NA,juvenile,NA,local,43,temperate,No N-fixing neighbours,Y,NA,NA,NA,NA,2,5.307,1.06,2.596,6,2.227,0.31,0.759,6,Fig 3,neighbour = Cistus albidus,-1.486044175,0.42534697
ef358,23,1,"Cai, H.J ",2011,FAFU,Brassicaceae,Brassica,Brassica rapa subsp. chinensis,NA,herbacious,crop,crop,species,nutrient,nitrates,nitrates,leaf,field,experimental,vegatative ,NA,NA,NA,plot,26,subtropical,No N-fixing neighbours,NA,N,NA,NA,NA,2,5.55,N/A,1.19,3,5.029,N/A,0.34,3,Table 1,"Chinese cabbage + lettuce, Only 30 days after seeding data used",-0.475013471,0.685469817
ef359,23,2,"Cai, H.J ",2011,FAFU,Brassicaceae,Brassica,Brassica rapa subsp. chinensis,NA,herbacious,crop,crop,species,nutrient,nitrates,nitrates,leaf,field,experimental,vegatative ,NA,NA,NA,plot,26,subtropical,No N-fixing neighbours,NA,N,NA,NA,NA,2,5.55,N/A,1.19,3,2.57,N/A,1.48,3,Table 1,Chinese cabbage + garlic,-1.770632189,0.927928196
ef360,23,3,"Cai, H.J ",2011,FAFU,Brassicaceae,Brassica,Brassica rapa subsp. chinensis,NA,herbacious,crop,crop,species,nutrient,protein,protein,leaf,field,experimental,vegatative ,NA,NA,NA,plot,26,subtropical,No N-fixing neighbours,NA,N,NA,NA,NA,2,327.04,N/A,3.72,3,385.66,N/A,11.47,3,Table 1,Chinese cabbage + lettuce,5.48554416,3.174266227
ef361,23,4,"Cai, H.J ",2011,FAFU,Brassicaceae,Brassica,Brassica rapa subsp. chinensis,NA,herbacious,crop,crop,species,nutrient,protein,protein,leaf,field,experimental,vegatative ,NA,NA,NA,plot,26,subtropical,No N-fixing neighbours,NA,N,NA,NA,NA,2,327.04,N/A,3.72,3,448.19,N/A,2.08,3,Table 1,Chinese cabbage + garlic,32.07474169,86.39908788
ef362,23,5,"Cai, H.J ",2011,FAFU,Brassicaceae,Brassica,Brassica rapa subsp. chinensis,NA,herbacious,crop,crop,species,nutrient,sugars,non-structural carbohydrates,leaf,field,experimental,vegatative ,NA,NA,NA,plot,26,subtropical,No N-fixing neighbours,NA,N,NA,NA,NA,2,1.98,N/A,0.7,3,4.42,N/A,0.42,3,Table 1,Chinese cabbage + lettuce,3.372697506,1.614590705
ef363,23,6,"Cai, H.J ",2011,FAFU,Brassicaceae,Brassica,Brassica rapa subsp. chinensis,NA,herbacious,crop,crop,species,nutrient,sugars,non-structural carbohydrates,leaf,field,experimental,vegatative ,NA,NA,NA,plot,26,subtropical,No N-fixing neighbours,NA,N,NA,NA,NA,2,1.98,N/A,0.7,3,6.08,N/A,0.84,3,Table 1,Chinese cabbage + garlic,4.231028618,2.158466931
ef364,24,1,"Bustos-Segura, C",2017,Wageningen,Brassicaceae,Brassica,Brassica oleracea,Kim,herbacious,crop,crop,intraspecific,chemical,glucosinolate,glucosinolate,leaf,common garden,experimental,vegatative ,NA,NA,NA,plot,52,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,2,17.647,0.81,2.43,9,15.832,1.14,3.42,9,fig 3,,-0.582602018,0.231650698
ef365,24,2,"Bustos-Segura, C",2017,Wageningen,Brassicaceae,Brassica,Brassica oleracea,Kim,herbacious,crop,crop,intraspecific,chemical,glucosinolate,glucosinolate,leaf,common garden,experimental,vegatative ,NA,NA,NA,plot,52,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,3,17.647,0.81,2.43,9,20.269,2.29,6.87,9,fig 3,assumed that 2 species mixture = average value of the 2 possible combinations,0.484558029,0.228744347
ef366,24,3,"Bustos-Segura, C",2017,Wageningen,Brassicaceae,Brassica,Brassica oleracea,Old Harry,herbacious,crop,crop,intraspecific,chemical,glucosinolate,glucosinolate,leaf,common garden,experimental,vegatative ,NA,NA,NA,plot,52,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,2,38.824,1.61,4.83,9,43.395,2.02,6.06,9,fig 3,,0.79435275,0.239749897
ef367,24,4,"Bustos-Segura, C",2017,Wageningen,Brassicaceae,Brassica,Brassica oleracea,Old Harry,herbacious,crop,crop,intraspecific,chemical,glucosinolate,glucosinolate,leaf,common garden,experimental,vegatative ,NA,NA,NA,plot,52,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,3,38.824,1.61,4.83,9,38.689,2.69,8.07,9,fig 3,check that n=9 not 18 for 2 species mixture,-0.019330507,0.222232602
ef368,24,5,"Bustos-Segura, C",2017,Wageningen,Brassicaceae,Brassica,Brassica oleracea,Winspit,herbacious,crop,crop,intraspecific,chemical,glucosinolate,glucosinolate,leaf,common garden,experimental,vegatative ,NA,NA,NA,plot,52,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,2,63.966,1.75,5.25,9,59.731,2.49,7.47,9,fig 3,,-0.624645238,0.233060602
ef369,24,6,"Bustos-Segura, C",2017,Wageningen,Brassicaceae,Brassica,Brassica oleracea,Winspit,herbacious,crop,crop,intraspecific,chemical,glucosinolate,glucosinolate,leaf,common garden,experimental,vegatative ,NA,NA,NA,plot,52,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,3,63.966,1.75,5.25,9,60.739,4.1,12.3,9,fig 3,,-0.324951979,0.225155383
ef370,25,1,"Huang, W ",2018,Greenhouse 3,Asteraceae,Taraxacum,Taraxacum officinale,NA,herbacious,forb,forb,species,nutrient,protein,protein,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,Y,NA,NA,NA,2,3.686,0.09,0.312,12,3.743,0.09,0.312,12,fig 5,neighbour = Poa pratensis,0.176380409,0.167314793
ef371,25,2,"Huang, W ",2018,Greenhouse 3,Asteraceae,Taraxacum,Taraxacum officinale,NA,herbacious,forb,forb,species,nutrient,protein,protein,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,2,3.686,0.09,0.312,12,3.963,0.1,0.346,12,fig 5,neighbour = Centaurea stoebe,0.811773651,0.180395343
ef372,25,3,"Huang, W ",2018,Greenhouse 3,Asteraceae,Taraxacum,Taraxacum officinale,NA,herbacious,forb,forb,species,nutrient,glucose,non-structural carbohydrates,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,Y,NA,NA,NA,2,1.286,0.1,0.346,12,0.782,0.1,0.346,12,fig 5,neighbour = Poa pratensis,-1.406321191,0.207869569
ef373,25,4,"Huang, W ",2018,Greenhouse 3,Asteraceae,Taraxacum,Taraxacum officinale,NA,herbacious,forb,forb,species,nutrient,glucose,non-structural carbohydrates,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,2,1.286,0.1,0.346,12,0.787,0.1,0.346,12,fig 5,neighbour = Centaurea stoebe,-1.392369592,0.207056106
ef374,25,5,"Huang, W ",2018,Greenhouse 3,Asteraceae,Taraxacum,Taraxacum officinale,NA,herbacious,forb,forb,species,nutrient,fructose,non-structural carbohydrates,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,Y,NA,NA,NA,2,2.346,0.07,0.242,12,2.199,0.06,0.208,12,fig 5,neighbour = Poa pratensis,-0.628968374,0.174908359
ef375,25,6,"Huang, W ",2018,Greenhouse 3,Asteraceae,Taraxacum,Taraxacum officinale,NA,herbacious,forb,forb,species,nutrient,fructose,non-structural carbohydrates,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,2,2.346,0.07,0.242,12,2.325,0.08,0.277,12,fig 5,neighbour = Centaurea stoebe,-0.077951901,0.16679326
ef376,25,7,"Huang, W ",2018,Greenhouse 3,Asteraceae,Taraxacum,Taraxacum officinale,NA,herbacious,forb,forb,species,nutrient,sucrose,non-structural carbohydrates,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,Y,NA,NA,NA,2,5.333,0.14,0.485,12,5.263,0.14,0.485,12,fig 5,neighbour = Poa pratensis,-0.139343394,0.167071179
ef377,25,8,"Huang, W ",2018,Greenhouse 3,Asteraceae,Taraxacum,Taraxacum officinale,NA,herbacious,forb,forb,species,nutrient,sucrose,non-structural carbohydrates,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,N,NA,NA,NA,2,5.333,0.14,0.485,12,4.649,0.14,0.485,12,fig 5,neighbour = Centaurea stoebe,-1.361584022,0.205289814
ef378,26,1,"Himanen, S.J",2010,Ruohoniemi,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,VOCs,VOCs,leaf,field,experimental,seedling,intolerant,juvenile,2,plot,63,boreal,No N-fixing neighbours,Y,NA,NA,NA,NA,2,62.399,N/A,29.62,12,80.126,N/A,25,4,fig 1,total volatiles calculated by adding mean values of individual compounds. New SD calculated,0.584020325,0.343992075
ef379,27,1,"Björkman, M",2009,Greenhouse 4,Brassicaceae,Brassica,Brassica oleracea,capitata,herbacious,crop,crop,species,nutrient,N,N,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,N-fixing neighbours,NA,Y,NA,NA,NA,2,1.189,0.07,0.221,10,1.056,0.04,0.126,10,fig 2,1 row of 4 Trifolium pratense either side of cabbage,-0.708047906,0.212533296
ef380,27,2,"Björkman, M",2009,Greenhouse 4,Brassicaceae,Brassica,Brassica oleracea,capitata,herbacious,crop,crop,species,nutrient,N,N,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,N-fixing neighbours,NA,Y,NA,NA,NA,2,1.189,0.07,0.221,10,1.029,0.03,0.095,10,fig 2,2 rows of 4 Trifolium pratense either side of cabbage,-0.900800133,0.220286022
ef381,27,3,"Björkman, M",2009,Greenhouse 4,Brassicaceae,Brassica,Brassica oleracea,capitata,herbacious,crop,crop,species,nutrient,C,C,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,N-fixing neighbours,NA,Y,NA,NA,NA,2,42.383,0.34,1.075,10,42.801,0.34,1.075,10,fig 2,1 row of 4 Trifolium pratense either side of cabbage,0.372368564,0.203466459
ef382,27,4,"Björkman, M",2009,Greenhouse 4,Brassicaceae,Brassica,Brassica oleracea,capitata,herbacious,crop,crop,species,nutrient,C,C,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,N-fixing neighbours,NA,Y,NA,NA,NA,2,42.383,0.34,1.075,10,42.891,0.29,0.917,10,fig 2,2 rows of 4 Trifolium pratense either side of cabbage,0.486908911,0.205927007
ef383,27,5,"Björkman, M",2009,Greenhouse 4,Brassicaceae,Brassica,Brassica oleracea,capitata,herbacious,crop,crop,species,physical,neutral detergent fibre,structural carbohydrates,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,N-fixing neighbours,NA,Y,NA,NA,NA,2,50.737,0.98,3.099,10,53.784,1.87,5.913,10,fig 3,1 row of 4 Trifolium pratense either side of cabbage,0.618136148,0.209552307
ef384,27,6,"Björkman, M",2009,Greenhouse 4,Brassicaceae,Brassica,Brassica oleracea,capitata,herbacious,crop,crop,species,physical,neutral detergent fibre,structural carbohydrates,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,N-fixing neighbours,NA,Y,NA,NA,NA,2,50.737,0.98,3.099,10,52.211,2.56,8.095,10,fig 3,2 rows of 4 Trifolium pratense either side of cabbage,0.230304706,0.201326006
ef385,27,7,"Björkman, M",2009,Greenhouse 4,Brassicaceae,Brassica,Brassica oleracea,capitata,herbacious,crop,crop,species,physical,lignans,phenolics,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,N-fixing neighbours,NA,Y,NA,NA,NA,2,14.175,0.78,2.467,10,14.029,0.75,2.372,10,fig 3,1 row of 4 Trifolium pratense either side of cabbage,-0.057776169,0.200083452
ef386,27,8,"Björkman, M",2009,Greenhouse 4,Brassicaceae,Brassica,Brassica oleracea,capitata,herbacious,crop,crop,species,physical,lignans,phenolics,root,greenhouse,experimental,vegatative ,NA,NA,NA,local,NA,temperate,N-fixing neighbours,NA,Y,NA,NA,NA,2,14.175,0.78,2.467,10,13.956,0.61,1.929,10,fig 3,2 rows of 4 Trifolium pratense either side of cabbage,-0.094709455,0.200224247
ef387,28,1,"Barton, K.E",2006,Greenhouse 5,Plantaginaceae,Plantago,Plantago lanceolata,NA,herbacious,forb,forb,species,chemical,catalpol,terpenes,leaf,greenhouse,experimental,vegatative ,intolerant,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,N,NA,0.994,0.006,2,0.654,0.18,0.697,15,0.519,0.1,0.387,15,fig 2,harvest after 9 weeks treament,-0.232995148,0.134238112
ef388,28,2,"Barton, K.E",2006,Greenhouse 5,Plantaginaceae,Plantago,Plantago lanceolata,NA,herbacious,forb,forb,species,chemical,aucubin ,terpenes,leaf,greenhouse,experimental,vegatative ,intolerant,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,N,NA,0.994,0.006,2,4.89,0.43,1.665,15,4.59,0.46,1.782,15,fig 2,,-0.169255377,0.13381079
ef389,28,3,"Barton, K.E",2006,Greenhouse 5,Plantaginaceae,Plantago,Plantago major,NA,herbacious,forb,forb,species,chemical,aucubin ,terpenes,leaf,greenhouse,experimental,vegatative ,intolerant,NA,NA,local,NA,temperate,No N-fixing neighbours,NA,N,NA,0.994,0.006,2,0.747,0.05,0.194,15,0.757,0.06,0.232,15,fig 2,,0.045496914,0.133367833
ef390,29,1,"Moreira, X ",2012,Pontevedra,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,chemical,total phenolics,phenolics,stem,field,experimental,seedling,intolerant,juvenile,1,local,42,temperate,No N-fixing neighbours,N,NA,NA,NA,NA,2,7.724,0.93,1.86,4,5.897,0.83,1.66,4,fig S4,,-0.90024177,0.550652203
ef391,29,2,"Moreira, X ",2012,Pontevedra,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,chemical,total phenolics,phenolics,stem,field,experimental,seedling,intolerant,juvenile,1,local,42,temperate,No N-fixing neighbours,N,NA,NA,NA,NA,3,7.724,0.93,1.86,4,6.346,0.71,1.42,4,fig S4,,-0.723378613,0.532704789
ef392,29,3,"Moreira, X ",2012,Pontevedra,Pinaceae,Pinus,Pinus radiata,NA,woody,evergreen conifer ,conifer,species,chemical,total phenolics,phenolics,stem,field,experimental,seedling,intermediate,juvenile,1,local,42,temperate,No N-fixing neighbours,N,NA,NA,NA,NA,2,5.321,0.87,1.74,4,5.128,0.77,1.54,4,fig S4,,-0.102033026,0.500650671
ef393,29,4,"Moreira, X ",2012,Pontevedra,Pinaceae,Pinus,Pinus radiata,NA,woody,evergreen conifer ,conifer,species,chemical,total phenolics,phenolics,stem,field,experimental,seedling,intermediate,juvenile,1,local,42,temperate,No N-fixing neighbours,N,NA,NA,NA,NA,3,5.321,0.87,1.74,4,5.449,0.8,1.6,4,fig S4,,0.066518965,0.500276548
ef394,29,5,"Moreira, X ",2012,Pontevedra,Pinaceae,Pinus ,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,chemical,total phenolics,phenolics,stem,field,experimental,seedling,intolerant,juvenile,1,local,42,temperate,No N-fixing neighbours,N,NA,NA,NA,NA,2,3.878,0.32,0.64,4,4.103,0.35,0.7,4,fig S4,,0.291411013,0.505307524
ef395,29,6,"Moreira, X ",2012,Pontevedra,Pinaceae,Pinus ,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,chemical,total phenolics,phenolics,stem,field,experimental,seedling,intolerant,juvenile,1,local,42,temperate,No N-fixing neighbours,N,NA,NA,NA,NA,3,3.878,0.32,0.64,4,3.462,0.42,0.84,4,fig S4,,-0.483910579,0.514635591
ef396,29,7,"Moreira, X ",2012,Pontevedra,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,chemical,non-volatile resin,terpenes,stem,field,experimental,seedling,intolerant,juvenile,1,local,42,temperate,No N-fixing neighbours,N,NA,NA,NA,NA,2,27.885,7.12,14.24,4,43.654,5.77,11.54,4,fig S4,,1.056855262,0.56980894
ef397,29,8,"Moreira, X ",2012,Pontevedra,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,chemical,non-volatile resin,terpenes,stem,field,experimental,seedling,intolerant,juvenile,1,local,42,temperate,No N-fixing neighbours,N,NA,NA,NA,NA,3,27.885,7.12,14.24,4,43.846,5.38,10.76,4,fig S4,,1.0985401,0.575424397
